Registration date;Total usage time;Pets;Carpet score;Sent for repair;Failure date;Battery status;Impact status;IR status
18Feb2016;2172;0;1;NO;---;---;---;---
24Sep2016;671;0;3;YES;2Dec2017;OK;OK;Damage
18Sep2015;1881;0;3;YES;13Dec2019;Damage;OK;OK
30Mar2017;880;0;4;NO;---;---;---;---
30May2015;2272;1;3;YES;26Dec2019;Damage;OK;OK
26Apr2019;383;1;1;NO;---;---;---;---
14Sep2017;604;0;6;NO;---;---;---;---
11Jul2015;663;0;1;YES;12Nov2017;Damage;OK;OK
2Jun2019;222;0;2;NO;---;---;---;---
22Dec2016;877;1;1;NO;---;---;---;---
16Aug2015;2465;0;2;NO;---;---;---;---
22Dec2019;5;0;4;NO;---;---;---;---
19Aug2019;235;1;3;NO;---;---;---;---
8May2015;3579;1;3;YES;5Jan2019;Damage;OK;OK
16May2019;175;0;2;NO;---;---;---;---
29Apr2016;2850;1;4;YES;23Aug2019;Damage;OK;OK
14Feb2018;1421;1;1;NO;---;---;---;---
2Jun2017;1178;0;2;NO;---;---;---;---
14Aug2017;1174;0;2;NO;---;---;---;---
23Nov2017;694;0;2;NO;---;---;---;---
21Apr2019;339;0;5;NO;---;---;---;---
26Jun2016;1622;0;3;NO;---;---;---;---
14Jun2016;2158;1;4;YES;4Aug2019;Damage;OK;OK
22Dec2016;421;0;3;YES;12Sep2017;Damage;OK;OK
16Jul2016;2543;1;2;YES;5Feb2019;Damage;OK;OK
21Apr2019;408;1;4;NO;---;---;---;---
19Feb2017;983;0;4;NO;---;---;---;---
21Feb2017;2410;1;5;NO;---;---;---;---
12Jan2017;1239;0;3;NO;---;---;---;---
30Dec2017;1798;1;6;NO;---;---;---;---
11Nov2017;1053;1;3;NO;---;---;---;---
22Mar2018;1074;0;3;NO;---;---;---;---
5Mar2019;763;1;3;NO;---;---;---;---
16Apr2018;844;0;2;NO;---;---;---;---
19Sep2017;815;0;4;NO;---;---;---;---
11Jun2018;546;0;1;NO;---;---;---;---
28Mar2015;1501;0;2;YES;16Oct2018;Damage;OK;OK
10Aug2017;1035;0;1;NO;---;---;---;---
5Jan2019;419;0;3;NO;---;---;---;---
12Mar2016;1063;0;1;NO;---;---;---;---
8Nov2019;74;0;3;NO;---;---;---;---
20May2017;282;0;2;NO;---;---;---;---
12Jan2015;1429;0;1;YES;2Mar2018;Damage;OK;OK
3Nov2015;1050;0;1;NO;---;---;---;---
16Aug2019;151;0;4;NO;---;---;---;---
7Sep2017;697;0;3;NO;---;---;---;---
17Jun2018;635;0;2;NO;---;---;---;---
26Oct2016;1873;1;2;YES;2Jun2019;OK;Damage;OK
11Oct2018;408;0;1;NO;---;---;---;---
6Apr2017;1254;0;1;NO;---;---;---;---
5Jun2016;2515;1;1;YES;4Dec2018;OK;Damage;OK
6Sep2015;1626;0;6;NO;---;---;---;---
20Feb2019;225;0;1;NO;---;---;---;---
10Dec2016;1125;0;1;NO;---;---;---;---
19Dec2018;62;0;4;NO;---;---;---;---
9Sep2015;1572;1;1;YES;21Jul2018;Damage;OK;OK
13Jul2017;1112;0;5;NO;---;---;---;---
17Sep2016;1668;0;3;NO;---;---;---;---
9Apr2019;253;0;6;NO;---;---;---;---
3Jul2018;1131;1;3;NO;---;---;---;---
17Oct2018;521;0;3;NO;---;---;---;---
22Dec2017;629;0;4;NO;---;---;---;---
14May2017;1662;1;3;YES;25Mar2019;Damage;OK;OK
29Jan2019;825;1;3;NO;---;---;---;---
8Aug2019;267;0;3;NO;---;---;---;---
8Jun2018;1273;1;2;NO;---;---;---;---
25Jul2018;384;0;2;YES;23Oct2019;Damage;OK;OK
21Sep2017;1026;0;3;NO;---;---;---;---
4Feb2017;1962;1;4;NO;---;---;---;---
16Mar2019;223;0;2;NO;---;---;---;---
30Apr2015;108;0;4;YES;21Dec2015;OK;OK;Damage
1Jun2019;175;0;2;NO;---;---;---;---
16Aug2018;475;0;3;NO;---;---;---;---
28May2015;1207;0;2;NO;---;---;---;---
3Jul2015;1521;1;5;NO;---;---;---;---
26Jan2019;726;1;2;NO;---;---;---;---
12Aug2015;2148;1;4;YES;2Jul2018;Damage;OK;OK
28Nov2018;536;0;2;NO;---;---;---;---
4Jan2016;2183;0;2;NO;---;---;---;---
18Feb2019;580;1;4;YES;10Oct2019;OK;OK;Damage
9Feb2015;1261;0;2;YES;22Jun2018;Damage;OK;OK
28Nov2015;1471;0;2;NO;---;---;---;---
7Jun2017;774;0;4;NO;---;---;---;---
17Dec2019;14;0;2;NO;---;---;---;---
2Dec2015;550;0;3;YES;7Jul2017;OK;OK;Damage
9Jan2015;2069;0;5;NO;---;---;---;---
4Aug2015;1235;0;2;NO;---;---;---;---
6Jul2017;1433;1;1;NO;---;---;---;---
19Aug2016;68;0;1;YES;14Oct2016;OK;OK;Damage
25Sep2017;1670;1;2;NO;---;---;---;---
23Jul2018;804;1;3;NO;---;---;---;---
15Mar2017;1214;0;3;NO;---;---;---;---
7Sep2017;696;0;3;NO;---;---;---;---
12Nov2018;364;0;1;NO;---;---;---;---
15Aug2018;1140;1;2;NO;---;---;---;---
30Sep2017;2559;1;4;NO;---;---;---;---
26Mar2016;311;0;3;NO;---;---;---;---
3Feb2016;1734;0;4;NO;---;---;---;---
17Mar2018;1627;1;2;NO;---;---;---;---
9Aug2019;228;0;1;NO;---;---;---;---
8Sep2019;267;1;5;NO;---;---;---;---
2Dec2016;488;0;4;YES;14Sep2018;Damage;OK;OK
24Sep2015;1900;0;4;NO;---;---;---;---
24Aug2018;439;0;2;NO;---;---;---;---
7Jun2017;1649;1;1;NO;---;---;---;---
6Apr2016;1344;0;1;NO;---;---;---;---
20Feb2019;419;0;3;NO;---;---;---;---
22Sep2015;1373;0;2;NO;---;---;---;---
21Dec2017;424;0;1;NO;---;---;---;---
12May2016;1151;0;2;NO;---;---;---;---
14Sep2019;108;1;5;NO;---;---;---;---
23Sep2015;1549;0;3;NO;---;---;---;---
22Jul2019;425;1;1;NO;---;---;---;---
7Jul2018;205;0;3;NO;---;---;---;---
20May2016;1811;0;2;NO;---;---;---;---
21Apr2015;2624;1;2;YES;21Apr2019;Damage;OK;OK
13Jul2018;358;0;2;YES;27Jul2019;Damage;OK;OK
27Oct2015;2359;1;6;YES;6Jul2018;Damage;OK;OK
19Nov2015;1975;0;1;NO;---;---;---;---
21Jul2017;679;0;3;NO;---;---;---;---
10Sep2016;998;0;5;YES;9Sep2019;Damage;OK;OK
20Mar2015;2292;0;4;NO;---;---;---;---
20Mar2019;270;0;3;NO;---;---;---;---
14Jul2016;1316;0;1;NO;---;---;---;---
29May2017;1338;1;1;NO;---;---;---;---
25Nov2016;2075;1;2;NO;---;---;---;---
16Apr2018;606;0;4;NO;---;---;---;---
22Jul2019;292;1;2;NO;---;---;---;---
28Dec2018;361;0;2;NO;---;---;---;---
28Dec2016;1178;0;3;NO;---;---;---;---
12Sep2015;1220;0;2;NO;---;---;---;---
2Jul2016;1839;0;2;NO;---;---;---;---
25May2016;1180;0;2;NO;---;---;---;---
8Apr2016;1714;1;4;YES;5Apr2018;Damage;OK;OK
29Nov2018;330;0;3;NO;---;---;---;---
13May2018;488;0;2;NO;---;---;---;---
9Apr2017;1323;1;2;NO;---;---;---;---
15Nov2016;869;0;3;NO;---;---;---;---
14May2016;2133;1;1;NO;---;---;---;---
19Jun2016;491;0;3;YES;3Jul2017;OK;OK;Damage
10May2017;892;1;5;YES;15Oct2018;Damage;OK;OK
12Dec2016;1486;1;1;NO;---;---;---;---
15Feb2015;773;0;4;YES;27Apr2017;Damage;OK;OK
14Apr2019;284;0;1;NO;---;---;---;---
13Sep2015;2643;0;3;NO;---;---;---;---
16Sep2019;142;0;4;NO;---;---;---;---
19Oct2017;1142;1;1;NO;---;---;---;---
19Apr2016;2158;1;2;YES;29Jan2019;Damage;OK;OK
14Mar2015;1270;0;3;YES;2Jul2018;Damage;OK;OK
16Jul2017;2328;1;1;NO;---;---;---;---
25Jun2017;945;0;2;NO;---;---;---;---
11Nov2016;663;0;3;NO;---;---;---;---
7Nov2017;633;0;1;NO;---;---;---;---
4Nov2019;31;0;4;NO;---;---;---;---
30May2015;1667;1;2;YES;18May2019;OK;Damage;OK
12Aug2018;1409;1;1;NO;---;---;---;---
3Dec2018;520;0;2;NO;---;---;---;---
10Mar2015;1577;0;6;NO;---;---;---;---
3Jan2016;2431;1;1;YES;3Dec2018;OK;Damage;OK
29Aug2016;1240;0;3;NO;---;---;---;---
1Nov2017;821;0;2;NO;---;---;---;---
20Jan2015;2767;1;1;YES;6Oct2017;Damage;OK;OK
5Jun2015;1631;0;4;YES;30Oct2019;Damage;OK;OK
25Apr2017;1553;1;4;YES;1Aug2019;Damage;OK;OK
1Apr2017;853;0;3;YES;2Dec2019;OK;OK;OK
18Oct2018;520;0;2;NO;---;---;---;---
5May2019;582;1;6;NO;---;---;---;---
5Dec2015;1467;0;2;NO;---;---;---;---
18Oct2018;376;0;2;NO;---;---;---;---
2Jul2015;1521;0;3;NO;---;---;---;---
8Feb2016;823;0;2;YES;19Mar2018;Damage;OK;OK
24Jun2019;165;0;3;NO;---;---;---;---
7Jan2019;409;0;2;NO;---;---;---;---
2Nov2015;2685;1;4;YES;30Jun2018;Damage;OK;OK
4Dec2019;30;0;4;NO;---;---;---;---
2Feb2019;244;0;3;NO;---;---;---;---
20Mar2017;1853;1;2;YES;22Apr2019;Damage;OK;OK
3Dec2017;801;0;2;NO;---;---;---;---
7Jun2019;546;1;4;NO;---;---;---;---
20Jan2019;636;1;2;NO;---;---;---;---
18Sep2018;270;0;2;NO;---;---;---;---
18Mar2019;393;1;3;NO;---;---;---;---
12Jan2017;2272;1;1;NO;---;---;---;---
13May2019;612;1;2;NO;---;---;---;---
13Jul2019;244;1;2;NO;---;---;---;---
17Jun2019;205;0;5;NO;---;---;---;---
16Jan2015;2338;0;2;NO;---;---;---;---
30Jan2018;627;0;2;NO;---;---;---;---
10Apr2017;21;1;3;YES;22Apr2017;OK;OK;Damage
3Nov2017;905;0;2;NO;---;---;---;---
1Jul2019;304;1;1;NO;---;---;---;---
6Nov2015;608;0;4;NO;---;---;---;---
1Nov2018;497;0;1;NO;---;---;---;---
26Jul2015;1264;0;2;YES;24Mar2019;Damage;OK;OK
31Oct2018;556;1;3;NO;---;---;---;---
14May2016;1122;0;4;NO;---;---;---;---
21Sep2019;52;0;1;NO;---;---;---;---
25Mar2017;1326;1;1;NO;---;---;---;---
16Sep2017;1302;1;4;YES;15Apr2019;Damage;OK;OK
23Oct2015;1500;0;1;NO;---;---;---;---
19Jun2018;545;0;3;NO;---;---;---;---
26Dec2018;287;0;3;NO;---;---;---;---
13Nov2018;448;0;3;NO;---;---;---;---
25Jan2016;1456;0;1;NO;---;---;---;---
7Jan2016;2912;1;4;YES;17Aug2018;Damage;OK;OK
2Mar2018;436;0;5;NO;---;---;---;---
21Oct2018;884;1;1;NO;---;---;---;---
15Jan2019;359;0;2;NO;---;---;---;---
22Feb2019;577;0;2;NO;---;---;---;---
5Aug2015;2996;1;3;YES;6Jan2019;OK;Damage;OK
28May2016;1289;0;2;YES;2Sep2019;Damage;OK;OK
27Mar2019;344;0;5;NO;---;---;---;---
18Jul2015;963;1;1;YES;18May2017;OK;OK;Damage
1Feb2015;1771;0;3;NO;---;---;---;---
24Jan2017;1429;0;3;NO;---;---;---;---
14Dec2017;1561;1;1;NO;---;---;---;---
31Jul2017;348;0;2;NO;---;---;---;---
3Sep2019;144;0;2;NO;---;---;---;---
20Apr2016;2606;1;2;NO;---;---;---;---
21Jul2018;372;0;4;NO;---;---;---;---
4Nov2015;433;0;4;YES;8Oct2016;OK;OK;Damage
6Feb2019;861;1;3;NO;---;---;---;---
1Oct2018;485;0;1;NO;---;---;---;---
13Jun2016;745;1;4;YES;17Aug2017;OK;OK;Damage
25Nov2015;1332;0;2;YES;29Dec2018;Damage;OK;OK
1Feb2018;775;0;5;YES;18Aug2019;Damage;OK;OK
23Jan2018;649;0;1;NO;---;---;---;---
30Apr2019;277;0;6;NO;---;---;---;---
14Mar2018;652;0;2;NO;---;---;---;---
17Jun2015;1192;0;2;YES;10Nov2017;Damage;OK;OK
3May2019;262;0;2;NO;---;---;---;---
18Mar2019;901;1;1;NO;---;---;---;---
23Jun2017;1856;1;1;NO;---;---;---;---
25May2015;1160;1;3;YES;15Jul2016;Damage;OK;OK
9Feb2015;2183;1;3;YES;3Jan2018;Damage;OK;OK
18Jul2016;1592;1;3;YES;23Oct2018;Damage;OK;OK
29Aug2018;437;0;2;NO;---;---;---;---
24Dec2019;7;0;2;NO;---;---;---;---
10Apr2017;1118;1;3;NO;---;---;---;---
23Jun2018;407;0;3;NO;---;---;---;---
21Sep2019;212;1;2;NO;---;---;---;---
26Apr2017;794;0;3;NO;---;---;---;---
14Jul2018;488;0;2;NO;---;---;---;---
7Mar2019;862;1;2;NO;---;---;---;---
31Mar2015;2201;0;1;NO;---;---;---;---
7Jan2017;516;0;1;NO;---;---;---;---
14Sep2017;1124;0;2;NO;---;---;---;---
31Aug2018;301;0;3;NO;---;---;---;---
24Sep2015;1585;0;2;NO;---;---;---;---
28Oct2016;2819;1;2;NO;---;---;---;---
6Feb2015;2191;1;1;YES;31Mar2019;Damage;OK;OK
17Jan2015;3193;1;3;YES;17Mar2019;Damage;OK;OK
24Dec2018;483;0;5;NO;---;---;---;---
29May2018;575;0;2;NO;---;---;---;---
17Feb2015;2725;0;5;YES;5Oct2019;OK;OK;OK
10Jul2016;2572;1;2;YES;14Jul2019;Damage;OK;OK
28Sep2019;93;0;2;NO;---;---;---;---
31May2016;690;0;4;YES;6Nov2018;OK;OK;OK
16Oct2016;1194;0;2;NO;---;---;---;---
4Jul2017;759;0;1;NO;---;---;---;---
29Apr2016;2518;1;3;NO;---;---;---;---
21Jul2019;351;1;3;NO;---;---;---;---
26Nov2015;2197;0;2;NO;---;---;---;---
30Jan2018;520;0;2;NO;---;---;---;---
29Mar2015;2814;1;2;YES;16Dec2018;OK;OK;OK
31Dec2018;431;1;2;NO;---;---;---;---
23Apr2018;1546;1;3;NO;---;---;---;---
4Sep2018;747;0;2;NO;---;---;---;---
21Mar2015;149;0;4;YES;2Nov2015;OK;OK;Damage
13Sep2017;1444;1;3;NO;---;---;---;---
16Feb2018;891;0;3;YES;25Aug2019;Damage;OK;OK
29Sep2018;808;1;3;NO;---;---;---;---
1Oct2015;1786;0;1;NO;---;---;---;---
23Mar2017;1051;0;4;NO;---;---;---;---
30Jun2018;484;0;2;NO;---;---;---;---
13Jul2015;1381;1;4;YES;23May2017;Damage;OK;OK
10Nov2018;197;0;2;YES;24Oct2019;OK;OK;Damage
7Mar2018;875;0;4;NO;---;---;---;---
17Dec2017;943;1;3;NO;---;---;---;---
21Jan2015;1240;0;2;YES;25Dec2018;Damage;OK;OK
6Feb2015;1896;0;3;NO;---;---;---;---
23Oct2015;1843;0;2;NO;---;---;---;---
5May2015;1456;0;5;YES;22Nov2019;Damage;OK;OK
19May2017;1691;1;4;NO;---;---;---;---
1Dec2019;22;0;3;NO;---;---;---;---
7Mar2017;1522;0;6;YES;22Nov2019;OK;OK;Damage
28Sep2019;100;0;4;NO;---;---;---;---
7Sep2016;1528;1;7;YES;9Apr2019;Damage;OK;OK
17Jun2017;1250;1;1;NO;---;---;---;---
12Mar2019;395;0;4;NO;---;---;---;---
17Feb2019;664;1;1;NO;---;---;---;---
18Sep2015;1364;0;4;NO;---;---;---;---
30Jul2015;1675;0;2;YES;13Nov2019;Damage;OK;OK
9Jan2015;2358;0;3;YES;5Oct2019;Damage;OK;OK
15Sep2018;648;0;3;NO;---;---;---;---
29Nov2018;761;1;6;NO;---;---;---;---
25Jan2016;3062;1;3;YES;13Mar2019;OK;Damage;OK
3Aug2017;457;0;6;NO;---;---;---;---
17Dec2015;2230;1;2;NO;---;---;---;---
14Apr2017;1108;0;2;NO;---;---;---;---
19Aug2017;608;0;2;NO;---;---;---;---
27Sep2016;966;0;3;NO;---;---;---;---
16Sep2018;356;0;3;NO;---;---;---;---
25Mar2015;1838;0;2;NO;---;---;---;---
3Jun2016;1233;0;2;NO;---;---;---;---
8Nov2015;865;1;3;YES;12Feb2017;Damage;OK;OK
17May2016;1979;1;3;NO;---;---;---;---
21Jun2018;1312;1;1;NO;---;---;---;---
28Mar2019;364;0;2;NO;---;---;---;---
15Jul2017;1935;1;3;NO;---;---;---;---
8Oct2019;56;0;5;NO;---;---;---;---
23May2015;2015;0;1;NO;---;---;---;---
12Aug2017;1394;0;3;NO;---;---;---;---
17Aug2018;868;1;2;NO;---;---;---;---
3Jul2015;1279;0;2;YES;29Dec2019;Damage;OK;OK
2Dec2018;115;0;2;NO;---;---;---;---
1Apr2017;658;0;1;NO;---;---;---;---
26Mar2017;928;0;1;NO;---;---;---;---
26Aug2018;418;0;2;NO;---;---;---;---
20Jun2017;1064;0;4;NO;---;---;---;---
15Jul2015;855;0;3;NO;---;---;---;---
9Aug2019;153;0;3;NO;---;---;---;---
14Mar2016;1199;0;2;NO;---;---;---;---
8Apr2018;654;0;4;NO;---;---;---;---
3Jun2019;474;1;2;NO;---;---;---;---
11Jun2019;391;1;6;NO;---;---;---;---
17Nov2019;62;1;3;NO;---;---;---;---
30May2017;909;0;1;NO;---;---;---;---
25Jun2015;3235;1;1;YES;11Jun2018;Damage;OK;OK
27Aug2019;167;0;4;NO;---;---;---;---
31Jul2016;2154;1;3;NO;---;---;---;---
7May2017;382;1;1;NO;---;---;---;---
12Oct2017;1217;0;2;NO;---;---;---;---
7Feb2019;239;0;5;NO;---;---;---;---
7Mar2018;564;0;5;NO;---;---;---;---
28Oct2016;1623;1;2;NO;---;---;---;---
26May2017;889;0;2;YES;19Aug2019;Damage;OK;OK
14Sep2015;1834;1;1;YES;25Nov2019;Damage;OK;OK
11Mar2016;2700;1;3;YES;30Nov2018;Damage;OK;OK
18Mar2019;267;0;3;NO;---;---;---;---
23Jan2019;454;0;4;NO;---;---;---;---
12Dec2019;37;1;5;NO;---;---;---;---
24Aug2018;633;0;1;NO;---;---;---;---
10Nov2016;755;0;3;NO;---;---;---;---
20Jul2017;976;0;4;NO;---;---;---;---
24Aug2019;299;1;2;NO;---;---;---;---
22Nov2017;124;0;1;YES;9May2018;OK;OK;Damage
12Jan2017;846;0;1;NO;---;---;---;---
22Jan2016;2709;1;3;NO;---;---;---;---
10Feb2019;349;0;1;NO;---;---;---;---
16Jun2017;824;0;2;NO;---;---;---;---
22Oct2015;1047;0;2;YES;21Mar2019;Damage;OK;OK
20Jul2018;286;0;3;NO;---;---;---;---
16Jan2018;437;0;3;NO;---;---;---;---
21Jul2015;2152;0;2;YES;31Oct2018;Damage;OK;OK
11Feb2016;1415;0;2;YES;5Apr2019;Damage;OK;OK
25Sep2017;1620;1;5;NO;---;---;---;---
10Jun2015;1672;1;4;YES;18Feb2018;Damage;OK;OK
24Aug2015;1679;1;2;NO;---;---;---;---
20Sep2018;295;0;3;NO;---;---;---;---
1Jun2019;223;0;3;NO;---;---;---;---
24Sep2019;162;1;2;NO;---;---;---;---
14Apr2016;871;0;2;NO;---;---;---;---
28Jan2016;1443;0;5;NO;---;---;---;---
16Jan2016;2230;1;5;YES;10Feb2019;Damage;OK;OK
10Dec2015;615;0;1;NO;---;---;---;---
29Dec2015;1251;1;2;NO;---;---;---;---
16Sep2015;2527;1;1;YES;27Dec2019;OK;Damage;OK
23Jun2018;570;0;2;NO;---;---;---;---
13Aug2016;1359;0;2;NO;---;---;---;---
26Nov2016;2238;1;1;NO;---;---;---;---
26Sep2018;1213;1;2;NO;---;---;---;---
28May2016;1194;0;3;NO;---;---;---;---
23Oct2018;602;0;4;NO;---;---;---;---
14May2015;1989;0;1;NO;---;---;---;---
10May2018;732;0;2;NO;---;---;---;---
6Aug2019;255;1;2;NO;---;---;---;---
18Nov2018;971;1;2;NO;---;---;---;---
14Sep2018;443;0;4;NO;---;---;---;---
6Aug2016;703;0;5;YES;26Jun2019;Damage;OK;OK
4Mar2018;752;0;2;NO;---;---;---;---
26Feb2017;1292;0;3;YES;13Sep2019;Damage;OK;OK
30Aug2016;1027;0;4;NO;---;---;---;---
5Oct2018;545;0;4;NO;---;---;---;---
8Feb2015;1837;0;1;YES;11Nov2018;Damage;OK;OK
11Dec2016;1015;0;2;NO;---;---;---;---
6Jul2016;2314;1;2;NO;---;---;---;---
3Nov2015;2654;1;3;YES;15Apr2019;Damage;OK;OK
28Jan2018;1548;1;3;NO;---;---;---;---
3Jun2015;1371;0;2;NO;---;---;---;---
31Jan2016;895;0;6;NO;---;---;---;---
25Dec2019;7;0;1;NO;---;---;---;---
18Aug2015;341;1;5;YES;20Feb2016;OK;OK;Damage
23Mar2015;727;1;3;YES;5Oct2016;OK;OK;Damage
30Jun2019;210;0;2;NO;---;---;---;---
23Jul2017;892;0;4;NO;---;---;---;---
4Apr2015;1549;0;1;YES;24Nov2018;Damage;OK;OK
13Nov2019;154;1;3;NO;---;---;---;---
16Oct2015;1339;0;2;NO;---;---;---;---
29Dec2018;154;1;3;YES;17Mar2019;OK;OK;Damage
11Oct2015;441;0;2;YES;25Jul2016;OK;OK;Damage
17Feb2017;481;1;3;YES;20Oct2017;OK;OK;Damage
17Dec2015;1725;0;1;NO;---;---;---;---
7Jul2018;748;0;3;NO;---;---;---;---
2Jan2019;1030;1;3;NO;---;---;---;---
25Oct2019;111;1;1;NO;---;---;---;---
29Mar2015;1531;0;2;NO;---;---;---;---
16Nov2017;626;0;2;NO;---;---;---;---
7Feb2017;1057;0;2;NO;---;---;---;---
3Jun2016;1584;0;2;NO;---;---;---;---
22Sep2016;869;0;6;NO;---;---;---;---
20Aug2019;117;0;2;NO;---;---;---;---
15Jul2019;96;0;4;NO;---;---;---;---
5Nov2019;60;0;5;NO;---;---;---;---
30Dec2018;538;0;2;NO;---;---;---;---
24Oct2015;1278;0;2;YES;28May2019;OK;Damage;OK
14May2016;2947;1;1;YES;11Sep2018;OK;Damage;OK
26Oct2018;1041;1;3;NO;---;---;---;---
12Feb2019;317;0;1;NO;---;---;---;---
3Oct2017;976;0;5;NO;---;---;---;---
22Sep2015;2919;1;3;YES;22Sep2019;Damage;OK;OK
17Oct2018;707;1;4;NO;---;---;---;---
8Jun2015;870;0;3;YES;30Sep2017;Damage;OK;OK
3Jul2018;370;0;3;NO;---;---;---;---
22Feb2019;753;1;2;NO;---;---;---;---
17Jun2017;2219;1;2;YES;17Nov2019;OK;Damage;OK
26Sep2017;841;0;4;NO;---;---;---;---
7May2018;493;0;3;NO;---;---;---;---
6Mar2015;1493;0;3;NO;---;---;---;---
26Jul2015;2031;0;2;NO;---;---;---;---
9Jun2018;451;0;3;NO;---;---;---;---
27May2015;1911;0;3;NO;---;---;---;---
30Jul2016;1641;0;3;NO;---;---;---;---
27Oct2018;514;0;2;NO;---;---;---;---
1Oct2016;1061;0;1;NO;---;---;---;---
2Sep2017;1025;0;5;NO;---;---;---;---
20Jun2019;209;0;2;NO;---;---;---;---
28Mar2017;706;0;2;NO;---;---;---;---
22Aug2016;1433;0;2;YES;6May2019;Damage;OK;OK
27Mar2015;3250;1;4;YES;25Dec2019;Damage;OK;OK
11Dec2016;2657;1;3;YES;19May2019;OK;Damage;OK
3Jun2016;1306;0;2;NO;---;---;---;---
8May2016;1365;0;2;NO;---;---;---;---
18Nov2017;1002;0;4;NO;---;---;---;---
23Feb2018;902;0;3;NO;---;---;---;---
26Jul2016;1013;0;1;NO;---;---;---;---
11Jun2018;510;0;7;NO;---;---;---;---
30Aug2017;658;0;2;NO;---;---;---;---
19Oct2018;486;0;2;NO;---;---;---;---
1Apr2018;257;0;4;NO;---;---;---;---
26Jun2017;1362;1;4;NO;---;---;---;---
24Mar2017;1690;0;3;NO;---;---;---;---
8Aug2016;1444;1;2;YES;3Apr2019;Damage;OK;OK
30Apr2018;1874;1;2;NO;---;---;---;---
15Jan2015;1120;0;1;NO;---;---;---;---
7Jan2017;1350;0;3;NO;---;---;---;---
27Mar2019;240;0;4;NO;---;---;---;---
15Nov2016;732;0;3;NO;---;---;---;---
18Mar2019;302;0;3;NO;---;---;---;---
30Dec2016;1659;1;3;NO;---;---;---;---
3Sep2018;803;0;3;NO;---;---;---;---
10Sep2018;1038;1;4;NO;---;---;---;---
19Aug2016;1401;1;1;NO;---;---;---;---
21Dec2018;453;0;3;NO;---;---;---;---
20Jan2019;1091;1;2;NO;---;---;---;---
14Dec2019;49;1;3;NO;---;---;---;---
3May2019;162;0;3;NO;---;---;---;---
25Oct2015;819;0;1;YES;3Nov2017;Damage;OK;OK
15Dec2017;1630;1;2;NO;---;---;---;---
13Mar2016;955;0;3;NO;---;---;---;---
30May2017;1868;1;3;NO;---;---;---;---
13Sep2018;463;0;4;NO;---;---;---;---
20Feb2015;1096;0;4;YES;21Jan2019;Damage;OK;OK
30Sep2019;91;0;2;NO;---;---;---;---
5Sep2019;97;1;2;NO;---;---;---;---
14Jun2019;546;1;2;NO;---;---;---;---
1Jan2018;1669;1;2;YES;26Nov2019;Damage;OK;OK
7Aug2016;984;0;1;YES;15Sep2019;OK;OK;Damage
8Apr2018;530;0;1;NO;---;---;---;---
30Mar2016;1446;0;1;NO;---;---;---;---
19Mar2019;349;0;4;NO;---;---;---;---
11Oct2019;145;0;2;NO;---;---;---;---
10Apr2017;886;0;1;NO;---;---;---;---
10Sep2019;90;0;3;NO;---;---;---;---
30Nov2015;1685;0;5;YES;21Jul2019;OK;OK;Damage
4Dec2017;606;0;2;NO;---;---;---;---
30Dec2016;1090;0;3;NO;---;---;---;---
11Oct2019;68;0;3;NO;---;---;---;---
8Oct2015;469;0;5;YES;26Aug2016;OK;OK;Damage
26Jun2017;563;0;2;YES;24Aug2018;OK;OK;Damage
18Sep2018;372;0;3;NO;---;---;---;---
13Jan2016;2339;0;2;NO;---;---;---;---
10Jan2017;2280;1;4;YES;18Jan2019;Damage;OK;OK
26May2017;638;0;2;NO;---;---;---;---
1Apr2017;1205;0;3;NO;---;---;---;---
29Aug2017;900;0;6;NO;---;---;---;---
12Nov2016;1092;0;3;NO;---;---;---;---
19Apr2015;1871;0;2;NO;---;---;---;---
30Apr2019;169;0;4;NO;---;---;---;---
27Feb2017;1546;0;1;NO;---;---;---;---
14Jul2015;1830;0;3;YES;25May2019;Damage;OK;OK
8Sep2016;1957;1;1;YES;27Nov2019;Damage;OK;OK
25Feb2017;509;0;2;NO;---;---;---;---
10Jun2018;565;1;1;NO;---;---;---;---
26Apr2015;1232;1;1;YES;1Apr2019;OK;OK;OK
27Jun2016;1022;0;2;NO;---;---;---;---
12Jun2017;1077;0;1;NO;---;---;---;---
5Jun2018;408;0;2;NO;---;---;---;---
24Jun2017;786;1;5;YES;2Apr2018;Damage;OK;OK
9Jul2018;430;0;3;NO;---;---;---;---
19Mar2018;703;0;1;NO;---;---;---;---
13Dec2016;1169;0;1;NO;---;---;---;---
15Jul2017;837;0;4;NO;---;---;---;---
31May2017;2095;1;1;NO;---;---;---;---
20Sep2018;840;1;3;NO;---;---;---;---
16Dec2019;16;0;1;NO;---;---;---;---
23Jun2017;656;0;3;NO;---;---;---;---
11Sep2019;164;0;3;NO;---;---;---;---
13Sep2017;1237;0;1;NO;---;---;---;---
13Sep2019;148;0;3;NO;---;---;---;---
30Jul2019;491;1;1;NO;---;---;---;---
13Aug2017;1329;1;2;YES;18Jun2019;Damage;OK;OK
31Dec2018;421;0;1;YES;25Nov2019;OK;OK;Damage
2Jan2016;2875;1;3;YES;20Nov2018;OK;Damage;OK
25Aug2019;272;1;3;NO;---;---;---;---
31Jul2018;384;0;3;NO;---;---;---;---
26Oct2018;852;1;3;NO;---;---;---;---
19Aug2017;794;1;2;NO;---;---;---;---
16Jul2016;1450;0;4;NO;---;---;---;---
31Dec2019;0;1;2;NO;---;---;---;---
